COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Egypt,0,Sought Friends,1,Belief,4,34,Female,Tertiary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,1,Did Not seek Friends,1,No Belief,1,20,Female,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Sought Friends,1,No Belief,1,36,Male,Tertiary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,23,Female,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,1,Sought Friends,1,Belief,2,40,Male,Secondary,Very Difficult to get By,Lower-middle Income,Self Employed,Sought Therapy
Egypt,0,Sought Friends,1,Belief,6,21,Female,Tertiary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,6,37,Female,Secondary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,0,No Belief,1,55,Male,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,0,No Belief,5,20,Female,Secondary,Difficult to Get By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,1,Sought Friends,1,Belief,1,16,Male,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Did Not seek Friends,1,No Belief,1,19,Male,Secondary,Living Comfortably,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,6,35,Female,Secondary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,0,Belief,4,25,Female,Tertiary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,23,Male,Tertiary,Living Comfortably,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,48,Female,Elementary or less,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,5,19,Male,Secondary,Very Difficult to get By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,0,Did Not seek Friends,0,No Belief,6,45,Female,Secondary,Very Difficult to get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,30,Female,Tertiary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,0,Belief,5,31,Female,Tertiary,Getting By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,1,Did Not seek Friends,0,Belief,5,20,Female,Secondary,Getting By,Lower-middle Income,"Employed Part Time,not content",Sought Therapy
Egypt,1,Did Not seek Friends,1,Belief,1,37,Female,Elementary or less,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Sought Friends,1,Belief,1,23,Female,Tertiary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,40,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,4,38,Female,Secondary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,1,23,Male,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,4,46,Male,Secondary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,5,33,Male,Secondary,Getting By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,17,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,2,35,Female,Secondary,Very Difficult to get By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,36,Male,Tertiary,Living Comfortably,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,6,19,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,4,27,Female,Secondary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,4,24,Female,Tertiary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,4,40,Female,Secondary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,2,24,Male,Tertiary,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,6,18,Female,Secondary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,35,Male,Tertiary,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,1,Sought Friends,1,Belief,2,25,Male,Secondary,Difficult to Get By,Lower-middle Income,Self Employed,Sought Therapy
Egypt,0,Sought Friends,0,No Belief,6,60,Female,Tertiary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,34,Male,Elementary or less,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,1,Sought Friends,1,Belief,1,42,Male,Secondary,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Sought Friends,1,Belief,1,24,Male,Tertiary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,45,Male,Secondary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,6,50,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,0,No Belief,1,27,Female,Tertiary,Living Comfortably,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,64,Male,Tertiary,Very Difficult to get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,1,Sought Friends,1,No Belief,2,38,Male,Tertiary,Getting By,Lower-middle Income,Self Employed,Sought Therapy
Egypt,0,Sought Friends,1,Belief,4,30,Female,Tertiary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,2,35,Male,Secondary,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,4,30,Male,Secondary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,33,Male,Secondary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,0,No Belief,1,40,Male,Secondary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,1,Sought Friends,1,No Belief,1,25,Male,Secondary,No Answer,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Did Not seek Friends,1,Belief,2,28,Male,Secondary,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,2,28,Male,Secondary,Difficult to Get By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,17,Male,Elementary or less,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,100,Male,Secondary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,1,Sought Friends,1,No Belief,6,23,Male,Secondary,Very Difficult to get By,Lower-middle Income,Out of Workforce,Sought Therapy
Egypt,0,Sought Friends,1,No Belief,2,48,Female,Elementary or less,Living Comfortably,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,4,18,Female,Secondary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,6,24,Female,Secondary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,0,No Belief,4,25,Female,Tertiary,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,4,24,Female,Tertiary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,2,40,Female,Secondary,Difficult to Get By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,4,30,Male,Tertiary,Difficult to Get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,6,21,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,30,Male,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,6,35,Male,Secondary,Living Comfortably,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,4,35,Male,Secondary,Difficult to Get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,6,16,Female,Secondary,Living Comfortably,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,0,Belief,4,19,Female,Secondary,Difficult to Get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,20,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,27,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,1,Sought Friends,1,No Belief,2,33,Male,Secondary,Getting By,Lower-middle Income,Self Employed,Sought Therapy
Egypt,0,Sought Friends,1,Belief,4,45,Male,Tertiary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,0,Belief,6,15,Female,Elementary or less,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,4,35,Female,Tertiary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,1,30,Male,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,4,38,Male,Elementary or less,Getting By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,1,Sought Friends,1,Belief,6,42,Female,Tertiary,Difficult to Get By,Lower-middle Income,Out of Workforce,Sought Therapy
Egypt,0,Sought Friends,1,Belief,6,38,Female,Tertiary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,18,Male,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,40,Female,Tertiary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,45,Male,Tertiary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,25,Female,Secondary,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,1,34,Male,Secondary,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,0,No Belief,5,26,Female,Tertiary,Getting By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,6,19,Male,Secondary,Difficult to Get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,1,Sought Friends,1,No Belief,1,39,Female,Tertiary,Getting By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Sought Friends,0,No Belief,3,35,Female,Secondary,Difficult to Get By,Lower-middle Income,"Employed Part Time, Content",Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,20,Female,Secondary,Very Difficult to get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,1,24,Male,Tertiary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,100,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,2,45,Male,Tertiary,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,6,40,Male,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,1,Sought Friends,1,No Belief,1,32,Female,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Did Not seek Friends,1,Belief,4,39,Male,Secondary,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,53,Female,Secondary,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,2,33,Male,Secondary,Very Difficult to get By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,2,49,Male,Elementary or less,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,4,20,Female,Secondary,Difficult to Get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,1,Sought Friends,1,Belief,1,35,Male,Tertiary,Getting By,Lower-middle Income,Fully Employed by employer,Sought Therapy
Egypt,0,Sought Friends,1,Belief,6,19,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,4,20,Male,Elementary or less,Difficult to Get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,5,27,Female,Tertiary,Getting By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,2,49,Male,Elementary or less,Difficult to Get By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,45,Male,Elementary or less,Getting By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,0,No Belief,2,25,Male,Tertiary,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Did Not seek Friends,1,No Belief,1,16,Male,Secondary,Difficult to Get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,5,17,Male,Elementary or less,Very Difficult to get By,Lower-middle Income,"Employed Part Time,not content",Did not seek therapy
Egypt,0,Did Not seek Friends,1,Belief,6,21,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,6,33,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,4,30,Female,Elementary or less,Very Difficult to get By,Lower-middle Income,Unemployed,Did not seek therapy
Egypt,0,Sought Friends,1,No Belief,1,42,Female,Tertiary,Very Difficult to get By,Lower-middle Income,Fully Employed by employer,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,2,28,Male,Secondary,Getting By,Lower-middle Income,Self Employed,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,40,Female,Secondary,Very Difficult to get By,Lower-middle Income,Out of Workforce,Did not seek therapy
Egypt,0,Sought Friends,1,Belief,6,41,Female,Secondary,Getting By,Lower-middle Income,Out of Workforce,Did not seek therapy
